BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE,SALE DATE
3,MADISON,01  ONE FAMILY DWELLINGS,1,6806,36,,A2,1772 EAST 24TH STREET,,11229,1,0,1," 4,000 ", 954,1940,1,A2, -,4/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6807,3,,A1,2406 QUENTIN ROAD,,11229,1,0,1," 2,900 "," 1,544 ",1925,1,A1," 850,000 ",5/18/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6807,46,,A1,2419 AVENUE R,,11229,1,0,1," 2,730 "," 2,294 ",1925,1,A1, -,4/18/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6807,53,,A1,2401 AVENUE R,,11229,1,0,1," 3,150 "," 1,942 ",1925,1,A1, -,6/7/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6808,54,,A1,2501 AVENUE R,,11229,1,0,1," 3,570 "," 2,071 ",1930,1,A1, -,2/7/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6809,80,,A1,1715 EAST 26TH   STREET,,11229,1,0,1," 4,000 "," 2,133 ",1925,1,A1," 1,150,000 ",1/28/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6810,11,,A1,1716 EAST 28TH STREET,,11229,1,0,1," 3,250 "," 2,828 ",1925,1,A1," 1,250,000 ",9/23/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6810,11,,A1,1716 EAST 28TH   STREET,,11229,1,0,1," 3,250 "," 2,828 ",1925,1,A1," 759,837 ",3/21/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6810,86,,A1,1725 EAST 27TH,,11229,1,0,1," 2,500 "," 1,642 ",1925,1,A1," 805,000 ",11/20/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6811,27,,A1,1752 EAST 29TH STREET,,11229,1,0,1," 3,000 "," 1,712 ",1930,1,A1," 495,000 ",6/15/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6812,4,,A1,2910 QUENTIN ROAD,,11229,1,0,1," 2,250 "," 1,544 ",1930,1,A1," 675,000 ",11/3/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6812,16,,A5,3076 NOSTRAND AVENUE,,11229,1,0,1," 1,890 "," 1,260 ",1940,1,A5, -,6/29/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6812,25,,A5,3096 NOSTRAND AVENUE,,11229,1,0,1," 1,680 "," 1,088 ",1940,1,A5," 420,000 ",12/11/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6812,29,,A5,3106 NOSTRAND AVENUE,,11229,1,0,1," 2,310 "," 1,296 ",1940,1,A5, -,11/25/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6812,35,,A5,3118 NOSTRAND AVENUE,,11229,1,0,1," 1,680 "," 1,088 ",1940,1,A5," 535,000 ",1/29/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6812,65,,A1,1767 EAST 29TH   STREET,,11229,1,0,1," 3,150 "," 1,630 ",1925,1,A1, -,6/29/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6813,18,,A5,1760 GERRITSEN AVENUE,,11229,1,0,1," 1,827 "," 1,836 ",1945,1,A5, -,10/19/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6817,10,,A1,1810 EAST 12TH   STREET,,11229,1,0,1," 2,900 "," 2,415 ",1925,1,A1, -,4/4/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6819,25,,A1,1846 EAST 14TH STREET,,11229,1,0,1," 2,000 "," 1,220 ",1920,1,A1," 875,000 ",9/15/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6821,1,,A1,1801 EAST 15TH   STREET,,11229,1,0,1," 1,500 "," 1,335 ",1935,1,A1, -,2/24/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6824,19,,A9,1830 EAST 19TH ST,,11229,1,0,1," 2,000 "," 1,408 ",1925,1,A9," 670,000 ",3/7/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6824,47,,A9,1809 AVENUE S,,11229,1,0,1," 2,910 "," 1,414 ",1925,1,A9," 775,000 ",3/10/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6826,27,,A2,1946 EAST 21ST STREET,,11229,1,0,1," 4,000 "," 1,116 ",1925,1,A2," 365,000 ",11/10/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6827,12,,A1,1852 EAST 22ND   STREET,,11229,1,0,1," 3,000 "," 1,250 ",1920,1,A1, -,6/24/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6827,43,,A1,2119 AVENUE S,,11229,1,0,1," 2,660 "," 1,704 ",1925,1,A1," 900,000 ",10/27/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6828,31,,A1,1860 EAST 23RD   STREET,,11229,1,0,1," 4,000 "," 4,000 ",1920,1,A1, -,6/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6830,12,,A1,3916 BEDFORD AVENUE,,11229,1,0,1," 3,000 "," 2,160 ",1930,1,A1," 900,000 ",8/30/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6830,47,,A1,2409 AVENUE S,,11229,1,0,1," 3,800 "," 1,640 ",1930,1,A1," 965,000 ",4/12/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6830,77,,A1,1823 EAST 24TH,,11229,1,0,1," 3,000 "," 2,878 ",1930,1,A1, -,11/17/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6831,80,,A1,3915 BEDFORD AVENUE,,11229,1,0,1," 4,000 "," 2,040 ",1930,1,A1," 1,550,000 ",2/2/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6832,2,,A1,2606 AVENUE R,,11229,1,0,1," 2,720 "," 1,484 ",1935,1,A1," 975,000 ",2/2/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6832,6,,A1,2618 AVE R,,11229,1,0,1," 2,367 "," 1,510 ",1935,1,A1, -,11/9/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6832,42,,A1,1884 EAST 27TH   STREET,,11229,1,0,1," 2,983 "," 1,924 ",1935,1,A1, -,7/18/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6833,7,,A1,2714 AVENUE R,,11229,1,0,1," 3,300 "," 1,407 ",1925,1,A1," 745,000 ",12/11/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6833,21,,A1,1838 EAST 28TH,,11229,1,0,1," 3,000 "," 1,395 ",1925,1,A1, -,7/15/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6833,67,,A1,1859 EAST 27TH   STREET,,11229,1,0,1," 2,000 "," 1,282 ",1925,1,A1," 710,000 ",12/3/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6834,7,,A1,2824 AVENUE R,,11229,1,0,1," 3,400 "," 3,400 ",1925,1,A1," 1,300,000 ",10/2/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,6834,47,,A1,2805 AVENUE S,,11229,1,0,1," 2,717 "," 1,592 ",1925,1,A1," 990,000 ",3/31/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6834,48,,A1,2801 AVENUE S,,11229,1,0,1," 3,173 "," 2,380 ",1925,1,A1," 1,370,000 ",3/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6834,78,,A1,1813 E 28TH ST,,11229,1,0,1," 2,300 "," 1,506 ",1930,1,A1, -,3/28/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6835,83,,A1,1811 EAST 29TH   STREET,,11229,1,0,1," 2,730 "," 1,846 ",1930,1,A1," 500,000 ",6/16/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6835,85,,A1,1805 EAST 29TH   STREET,,11229,1,0,1," 2,730 "," 1,846 ",1930,1,A1," 830,000 ",5/9/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,6838,11,,A5,1900 GERRITSEN AVENUE,,11229,1,0,1," 1,440 "," 1,120 ",1950,1,A5," 619,000 ",5/24/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7290,36,,A9,1972 EAST 12TH   STREET,,11229,1,0,1," 3,600 "," 2,492 ",1930,1,A9, -,6/14/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7291,112,,A1,1964 EAST 13TH   STREET,,11229,1,0,1," 3,667 "," 1,664 ",1920,1,A1, -,6/28/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7291,146,,A1,1953 HOMECREST AVENUE,,11229,1,0,1," 4,000 "," 1,872 ",1930,1,A1," 325,000 ",9/8/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7294,37,,A5,1968 EAST 16TH STREET,,11229,1,0,1," 1,509 "," 1,536 ",1930,1,A5, -,7/26/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7295,10,,A1,1624 AVENUE S,,11229,1,0,1," 2,500 "," 1,560 ",1920,1,A1," 440,000 ",2/8/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7295,10,,A1,1624 AVENUE S,,11229,1,0,1," 2,500 "," 1,560 ",1920,1,A1, -,2/8/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7296,47,,A1,1713 AVENUE T,,11229,1,0,1," 2,000 "," 1,344 ",1920,1,A1," 670,000 ",8/23/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7297,61,,A1,1967 EAST 18TH   STREET,,11229,1,0,1," 3,000 "," 1,812 ",1905,1,A1," 350,000 ",5/17/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7298,74,,A9,1943 EAST 19TH   STREET,,11229,1,0,1," 3,144 "," 1,496 ",1920,1,A9," 999,999 ",2/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7299,31,,A1,2050 EAST 21ST   STREET,,11229,1,0,1," 2,500 "," 1,668 ",1930,1,A1," 721,000 ",11/24/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7300,57,,A9,2065 EAST 21ST STREET,,11229,1,0,1," 2,000 "," 1,350 ",1930,1,A9, -,2/17/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7300,63,,A1,2051 EAST 21ST STREET,,11229,1,0,1," 2,000 "," 1,472 ",1930,1,A1, -,4/14/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7301,14,,A9,1920 EAST 23RD   STREET,,11229,1,0,1," 2,000 "," 1,300 ",1920,1,A9," 670,000 ",8/4/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7301,32,,A1,1966 EAST 23RD STREET,,11229,1,0,1," 2,333 "," 1,633 ",1920,1,A1, -,4/13/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7301,41,,A1,1984 EAST 23RD STREET,,11229,1,0,1," 2,600 "," 1,692 ",1920,1,A1, -,6/24/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7301,53,,A1,2015 EAST 22ND STREET,,11229,1,0,1," 2,100 "," 1,316 ",1920,1,A1," 850,000 ",8/2/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7302,10,,A1,2324 AVENUE S,,11229,1,0,1," 3,200 "," 1,908 ",1930,1,A1," 1,325,000 ",1/12/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7302,28,,A1,1952 EAST 24TH STREET,,11229,1,0,1," 2,000 "," 1,360 ",1920,1,A1, -,10/2/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7302,39,,A1,1980 EAST 24TH   STREET,,11229,1,0,1," 2,450 "," 1,540 ",1920,1,A1, -,1/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7303,62,,A9,1965 EAST 24TH STREET,,11229,1,0,1," 2,000 "," 1,378 ",1920,1,A9, -,8/25/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7304,51,,A5,4087 BEDFORD AVE,,11229,1,0,1," 2,300 "," 1,216 ",1930,1,A5, -,8/26/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7304,60,,A5,4063 BEDFORD AVENUE,,11229,1,0,1," 2,100 "," 1,216 ",1930,1,A5," 635,000 ",11/5/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7305,57,,A5,1971 E. 26TH STREET,,11229,1,0,1," 2,000 "," 1,184 ",1940,1,A5, -,7/14/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7305,58,,A5,1969 EAST 26TH   STREET,,11229,1,0,1," 2,000 "," 1,184 ",1940,1,A5," 605,000 ",2/2/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7306,27,,A5,1952 EAST 28TH STREET,,11229,1,0,1," 1,775 "," 1,785 ",1930,1,A5, -,11/2/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7306,64,,A5,1963 EAST 27TH STREET,,11229,1,0,1," 1,850 "," 2,160 ",1940,1,A5," 500,000 ",10/16/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7306,71,,A5,1949 EAST 27TH   STREET,,11229,1,0,1," 1,800 "," 2,394 ",1940,1,A5," 749,000 ",3/23/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7306,80,,A5,1919 EAST 27TH   STREET,,11229,1,0,1," 2,033 "," 2,244 ",1940,1,A5, -,9/8/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7307,11,,A1,1914 EAST 29TH STREET,,11229,1,0,1," 2,000 "," 1,800 ",1930,1,A1," 850,000 ",8/4/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7307,12,,A1,1916 EAST 29TH STREET,,11229,1,0,1," 2,000 "," 1,800 ",1930,1,A1," 790,000 ",11/23/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7309,13,,A1,1922 HARING STREET,,11229,1,0,1," 2,730 "," 1,312 ",1925,1,A1," 643,000 ",10/22/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7309,16,,A1,1930 HARING STREET,,11229,1,0,1," 2,640 "," 1,312 ",1925,1,A1," 465,000 ",8/24/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7310,64,,A1,1935 HARING STREET,,11229,1,0,1," 2,600 "," 1,360 ",1925,1,A1," 680,000 ",8/17/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7311,33,,A1,1972 BATCHELDER STREET,,11229,1,0,1," 2,600 "," 1,248 ",1925,1,A1," 655,000 ",10/13/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7311,45,,A1,2987 AVENUE T,,11229,1,0,1," 2,600 "," 1,348 ",1925,1,A1, -,10/29/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7311,47,,A1,2981 AVENUE T,,11229,1,0,1," 2,600 "," 1,248 ",1925,1,A1," 670,000 ",12/15/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7311,56,,A1,1959 BROWN STREET,,11229,1,0,1," 2,600 "," 1,248 ",1925,1,A1," 635,000 ",2/9/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7312,9,,A5,3016 AVENUE S,,11229,1,0,1," 1,788 "," 1,732 ",1950,1,A5, -,10/7/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7312,67,,A1,1933 BATCHELDER STREET,,11229,1,0,1," 2,600 "," 1,256 ",1915,1,A1," 700,000 ",1/7/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7313,40,,A1,1971 FORD STREET,,11229,1,0,1," 2,600 "," 1,264 ",1915,1,A1, -,4/29/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7313,43,,A1,1961 FORD STREET,,11229,1,0,1," 2,054 "," 1,264 ",1915,1,A1," 346,666 ",2/12/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7316,9,,A1,2012 HOMECREST AVENUE,,11229,1,0,1," 3,280 "," 1,992 ",1930,1,A1," 1,440,000 ",3/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7316,75,,A9,2017 EAST 12TH STREET,,11229,1,0,1," 1,886 "," 1,520 ",1930,1,A9," 799,000 ",10/13/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7317,46,,S1,1233 AVENUE U,,11229,1,1,2," 2,100 "," 1,680 ",1925,1,S1," 936,000 ",3/8/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7319,51,,A9,2077 EAST 14TH STREET,,11229,1,0,1," 2,300 "," 1,503 ",1920,1,A9, -,3/7/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7319,79,,A9,2005 EAST 14TH   STREET,,11229,1,0,1," 1,840 "," 1,432 ",1920,1,A9," 855,000 ",5/17/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7323,10,,A1,2010 EAST 19 STREET,,11229,1,0,1," 2,450 "," 1,417 ",1920,1,A1, -,6/23/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7325,24,,A5,2126 E 21ST ST,,11229,1,0,1," 2,000 "," 1,274 ",1930,1,A5," 518,937 ",8/26/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7325,64,,S1,2499 OCEAN AVENUE,,11229,1,1,2," 2,750 "," 1,604 ",1930,1,S1," 800,000 ",3/1/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7325,65,,A1,2497 OCEAN AVENUE,,11229,1,0,1," 2,750 "," 1,572 ",1930,1,A1," 999,000 ",2/4/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7327,59,,A1,2085 EAST 22ND   STREET,,11229,1,0,1," 2,000 "," 1,458 ",1925,1,A1, -,3/18/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7328,20,,A5,2030 EAST 24TH STREET,,11229,1,0,1," 1,725 "," 2,091 ",1940,1,A5," 672,000 ",6/9/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7331,1,,A5,2602 AVE T,,11229,1,0,1," 1,575 "," 1,292 ",1930,1,A5," 725,000 ",12/23/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7332,66,,A5,2053 EAST 27TH   STREET,,11229,1,0,1," 1,850 "," 1,584 ",1930,1,A5," 659,600 ",12/22/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7333,12,,A5,2016 EAST 29TH   STREET,,11229,1,0,1," 1,800 "," 1,260 ",1930,1,A5," 646,000 ",5/11/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7333,74,,A5,2037 EAST 28TH STREET,,11229,1,0,1," 1,775 "," 1,785 ",1930,1,A5, -,10/21/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7334,83,,A5,2005 EAST 29TH   STREET,,11229,1,0,1," 1,864 "," 1,785 ",1930,1,A5," 560,000 ",1/12/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7334,84,,A5,2003 EAST 29TH STREET,,11229,1,0,1," 1,864 "," 1,785 ",1930,1,A5, -,9/16/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7335,38,,A5,2050 HARING STREET,,11229,1,0,1," 1,750 "," 1,160 ",1929,1,A5, -,12/31/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7335,41,,A5,2058 HARING STREET,,11229,1,0,1," 1,750 "," 1,160 ",1945,1,A5," 675,000 ",1/27/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7336,27,,A2,2054 BROWN STREET,,11229,1,0,1," 3,367 "," 2,415 ",1960,1,A2, -,10/19/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7336,57,,A5,2071 HARING STREET,,11229,1,0,1," 1,080 "," 1,830 ",1940,1,A5," 440,000 ",7/20/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7336,57,,A5,2071 HARING STREET,,11229,1,0,1," 1,080 "," 1,830 ",1940,1,A5," 400,000 ",1/4/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7336,57,,A5,2071 HARING STREET,,11229,1,0,1," 1,080 "," 1,830 ",1940,1,A5," 230,000 ",12/3/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7336,73,,A5,2031 HARING STREET,,11229,1,0,1," 1,850 "," 1,152 ",1945,1,A5," 720,000 ",8/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7337,31,,A9,2062 BATCHELDER STREET,,11229,1,0,1," 2,000 "," 1,455 ",1935,1,A9," 590,000 ",6/2/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7337,41,,A9,2997 AVENUE U,,11229,1,0,1," 1,960 "," 1,264 ",1910,1,A9, -,12/21/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7337,45,,A9,2987 AVENUE U,,11229,1,0,1," 2,240 "," 1,264 ",1910,1,A9," 500,000 ",2/19/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7338,10,,A5,3020 AVENUE T,,11229,1,0,1," 1,850 "," 1,152 ",1930,1,A5," 485,936 ",2/2/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7338,10,,A5,3020 AVENUE T,,11229,1,0,1," 1,850 "," 1,152 ",1930,1,A5, 100,1/15/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7338,70,,A9,2039 BATCHELDER STREET,,11229,1,0,1," 2,000 "," 1,440 ",1930,1,A9," 660,000 ",12/15/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7340,13,,A5,2020 BRAGG STREET,,11229,1,0,1," 1,600 "," 1,540 ",1935,1,A5," 540,000 ",7/22/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7688,34,,A1,1527 EAST 27TH   STREET,,11229,1,0,1," 3,200 "," 1,800 ",1930,1,A1," 920,000 ",8/18/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7689,87,,A5,1510 EAST 29TH STREET,,11229,1,0,1," 2,000 "," 1,590 ",1930,1,A5, -,4/13/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7689,88,,A5,1512 EAST 29TH   STREET,,11229,1,0,1," 2,000 "," 1,590 ",1930,1,A5," 678,000 ",3/21/16
3,MADISON,01  ONE FAMILY DWELLINGS,1,7689,112,,A5,1570 EAST 29,,11229,1,0,1," 2,000 "," 1,696 ",1930,1,A5, -,12/20/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7690,26,,A5,1543 EAST 29TH STREET,,11229,1,0,1," 1,900 "," 2,385 ",1930,1,A5," 651,000 ",11/3/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7690,91,,S1,2936 NOSTRAND AVENUE,,11229,1,1,2," 2,191 "," 1,864 ",1945,1,S1, -,10/20/15
3,MADISON,01  ONE FAMILY DWELLINGS,1,7690,93,,A5,2942 NOSTRAND AVENUE,,11229,1,0,1," 2,191 "," 1,864 ",1945,1,A5," 610,000 ",6/30/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6772,48,,B2,1582 EAST 26TH STREET,,11229,2,0,2," 3,450 "," 3,180 ",1930,1,B2, -,12/3/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6781,57,,B9,1669 EAST 18TH   STREET,3,11229,2,0,2," 2,000 "," 3,220 ",1970,1,B9, -,10/14/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6785,18,,B2,1628 E 23RD STREET,,11229,2,0,2," 4,000 "," 2,624 ",1925,1,B2, -,12/29/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6791,31,,B3,2823 QUENTIN ROAD,,11229,2,0,2," 5,000 "," 2,230 ",1935,1,B3," 1,380,000 ",8/25/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6794,31,,B1,1756 EAST 12TH   STREET,,11229,2,0,2," 2,000 "," 1,924 ",1901,1,B1," 825,000 ",8/1/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6794,38,,B1,1770 EAST 12TH STREET,,11229,2,0,2," 2,000 "," 4,400 ",1970,1,B1, -,11/9/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6797,25,,B2,1754 EAST 15TH   STREET,,11229,2,0,2," 2,500 "," 2,304 ",1925,1,B2, -,3/23/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6797,44,,B2,1782 EAST 15TH STREET,,11229,2,0,2," 2,500 "," 2,304 ",1925,1,B2, -,12/3/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6797,59,,B1,1785 EAST 14TH STREET,,11229,2,0,2," 2,000 "," 2,080 ",1901,1,B1," 835,000 ",11/13/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6797,62,,B1,1779 EAST 14TH STREET,,11229,2,0,2," 2,000 "," 3,120 ",1901,1,B1," 462,000 ",10/13/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6797,77,,B3,1745 EAST 14TH STREET,,11229,2,0,2," 1,800 "," 1,548 ",1920,1,B3," 750,000 ",10/29/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6798,31,,B1,1750 EAST 16TH STREET,,11229,2,0,2," 1,577 "," 1,592 ",1940,1,B1, -,1/9/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6798,31,,B1,1750 EAST 16TH STREET,,11229,2,0,2," 1,577 "," 1,592 ",1940,1,B1, -,11/24/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6799,28,,B2,1754 EAST 17TH STREET,,11229,2,0,2," 4,000 "," 2,438 ",1925,1,B2, -,7/25/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6800,24,,B2,1744 EAST 18TH   STREET,,11229,2,0,2," 4,000 "," 2,712 ",1930,1,B2, -,6/27/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6800,79,,B2,1735 EAST 17TH STREET,,11229,2,0,2," 2,500 "," 1,746 ",1930,1,B2," 650,000 ",3/22/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6800,83,,B1,1723 EAST 17TH STREET,,11229,2,0,2," 2,500 "," 1,764 ",1930,1,B1, -,3/10/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6804,3,,B2,2108 QUENTIN ROAD,,11229,2,0,2," 4,000 "," 2,134 ",1920,1,B2," 1,400,000 ",2/18/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6804,39,,B2,1820 EAST 22ND STREET,,11229,2,0,2," 4,000 "," 1,701 ",1925,1,B2, -,10/1/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6804,80,,B2,1827 EAST 21ST STREET,,11229,2,0,2," 4,000 "," 2,783 ",1920,1,B2, -,1/13/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6807,69,,B9,1757 EAST 24TH   STREET,,11229,2,0,2," 3,000 "," 2,331 ",1940,1,B9," 850,000 ",6/8/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6809,4,,B3,2614 QUENTIN ROAD,,11229,2,0,2," 2,700 "," 1,556 ",1925,1,B3," 979,000 ",6/9/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6810,76,,B1,1737 EAST 27 STREET,,11229,2,0,2," 3,150 "," 2,270 ",1945,1,B1, -,6/16/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6811,38,,B1,1792 EAST 29TH STREET,,11229,2,0,2," 3,000 "," 2,504 ",1930,1,B1, -,12/14/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6813,14,,B9,1752 GERRITSEN AVENUE,,11229,2,0,2," 1,332 "," 1,836 ",1945,1,B9, -,4/1/16
3,MADISON,02  TWO FAMILY DWELLINGS,1,6813,51,,B1,3119 NOSTRAND AVENUE,,11229,2,0,2," 1,248 "," 1,532 ",1930,1,B1," 475,000 ",12/22/15
3,MADISON,02  TWO FAMILY DWELLINGS,1,6817,25,,B9,1844 EAST 12TH STREET,,11229,2,0,2," 2,000 "," 3,160 ",1960,1,B9, -,6/10/16
