BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE,SALE DATE
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6468,49,,B9,1389 SHORE PARKWAY,,11214,2,0,2," 2,090 "," 1,993 ",1945,1,B9, 10,6/15/16
3,BATH BEACH,02  TWO FAMILY DWELLINGS,1,6468,69,,B1,1920 19TH   LANE,,11214,2,0,2," 1,520 "," 1,584 ",1945,1,B1," 780,000 ",9/28/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6365,68,,C0,8660 17TH   AVENUE,,11214,3,0,3," 2,094 "," 2,352 ",1920,1,C0," 985,000 ",1/19/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6369,83,,C0,78 BAY 19TH   STREET,,11214,3,0,3, 947," 1,200 ",1935,1,C0, -,8/30/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6371,7,,C0,1857 BENSON AVENUE,,11214,3,0,3," 1,856 "," 2,375 ",1930,1,C0, -,6/8/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6371,24,,C0,65 BAY 20TH STREET,4,11214,3,0,3," 2,417 "," 2,560 ",2004,1,C0, -,5/13/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6371,44,,C0,11 BAY 20TH   STREET,,11214,3,0,3," 5,800 "," 4,096 ",1930,1,C0," 1,900,000 ",4/29/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6372,24,,C0,8665 19TH   AVENUE,,11214,3,0,3," 2,658 "," 3,120 ",2009,1,C0," 1,830,000 ",4/7/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6372,42,,C0,8619 19TH   AVENUE,,11214,3,0,3," 3,867 "," 3,180 ",1930,1,C0," 1,610,000 ",8/2/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6372,69,,C0,40 BAY 22ND STREET,,11214,3,0,3," 1,837 "," 2,821 ",1965,1,C0, -,8/12/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6372,86,,C0,84 BAY 22ND STREET,,11214,3,0,3," 2,525 "," 3,722 ",1940,1,C0," 1,250,000 ",2/17/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6372,168,,C0,38 BAY 22ND STREET,,11214,3,0,3," 1,837 "," 2,821 ",1965,1,C0," 1,323,000 ",1/27/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6373,64,,C0,28 BAY 23RD   STREET,,11214,3,0,3," 3,870 "," 3,643 ",1930,1,C0," 1,400,000 ",9/8/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6373,66,,C0,32 BAY 23RD STREET,,11214,3,0,3," 3,867 "," 3,499 ",1925,1,C0, -,4/5/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6374,62,,C0,8634 20TH   AVENUE,,11214,3,0,3," 3,867 "," 3,692 ",1920,1,C0," 1,235,000 ",6/28/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6374,79,,C0,8660 20TH   AVENUE,,11214,3,0,3," 2,127 "," 2,722 ",1970,1,C0," 1,210,000 ",1/19/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6376,36,,C0,15 BAY 25TH STREET,,11214,3,0,3," 1,933 "," 2,774 ",1930,1,C0, -,3/31/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6392,48,,C0,98 BAY 8TH   STREET,,11228,3,0,3," 2,248 "," 2,970 ",1930,1,C0," 915,000 ",4/29/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6392,51,,C0,106 BAY 8TH STREET,,11228,3,0,3," 2,248 "," 2,970 ",1930,1,C0, -,3/29/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6392,73,,C0,156 BAY 8TH   STREET,,11228,3,0,3," 2,900 "," 3,411 ",1996,1,C0," 1,500,000 ",10/23/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6393,51,,C0,8710 15TH AVENUE,,11228,3,0,3," 2,296 "," 2,160 ",1940,1,C0," 473,000 ",5/24/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6394,18,,C0,8739 15TH AVENUE,,11228,3,0,3," 3,000 "," 3,025 ",1955,1,C0," 1,400,000 ",2/24/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6397,35,,C0,8701 16TH AVENUE,,11214,3,0,3," 2,708 "," 2,240 ",1925,1,C0, -,11/3/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6397,62,,C0,128 BAY 13TH STREET,,11214,3,0,3," 2,925 "," 2,400 ",1920,1,C0, -,11/5/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6398,24,,C0,129 BAY 13TH STREET,,11214,3,0,3," 2,708 "," 2,880 ",1920,1,C0," 920,000 ",11/23/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6400,59,,C0,8693 17 AVE,,11214,3,0,3," 3,770 "," 2,592 ",1905,1,C0," 1,200,000 ",4/21/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6405,29,,C0,8716 19TH AVENUE,,11214,3,0,3," 1,425 "," 2,160 ",1920,1,C0," 400,000 ",1/29/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6405,35,,C0,8728 19TH AVENUE,,11214,3,0,3," 2,298 "," 2,160 ",1920,1,C0, 10,6/15/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6410,25,,C0,113 BAY 25TH   STREET,,11214,3,0,3," 2,900 "," 2,408 ",1920,1,C0," 1,380,000 ",2/26/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6411,62,,C0,8736 21ST   AVENUE,,11214,3,0,3," 4,833 "," 5,571 ",1925,1,C0," 1,650,000 ",12/15/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6412,27,,C0,8709 21ST   AVENUE,,11214,3,0,3," 2,900 "," 3,496 ",1975,1,C0," 1,578,000 ",4/11/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6412,156,,C0,122 BAY 28TH   STREET,,11214,3,0,3," 2,900 "," 3,900 ",2008,1,C0," 1,210,950 ",3/18/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6425,47,,C0,180 BAY 8TH   STREET,,11228,3,0,3," 3,867 "," 4,000 ",1986,1,C0, -,1/15/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6428,33,,C0,183 BAY 10TH STREET,,11228,3,0,3," 1,933 "," 3,228 ",1920,1,C0, -,6/7/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6432,48,,C0,8794 17TH AVENUE,,11214,3,0,3," 8,125 "," 3,527 ",1925,1,C0, -,7/26/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6432,48,,C0,8794 17TH AVENUE,,11214,3,0,3," 8,125 "," 3,527 ",1925,1,C0," 2,050,000 ",6/3/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6438,48,,C0,8794 19TH   AVENUE,,11214,3,0,3," 2,631 "," 3,105 ",1901,1,C0," 1,168,000 ",1/29/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6442,41,,C0,178 BAY 25TH STREET,,11214,3,0,3," 1,933 "," 3,600 ",1995,1,C0, 10,8/8/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6443,42,,C0,184 BAY 26TH   STREET,,11214,3,0,3," 2,900 "," 2,624 ",1925,1,C0," 1,190,000 ",1/12/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6444,35,,C0,2066 BATH AVENUE,,11214,3,0,3," 1,303 "," 2,850 ",1920,1,C0, -,11/25/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6445,7,,C0,2111 CROPSEY AVENUE,,11214,3,0,3," 3,383 "," 3,336 ",1905,1,C0," 1,100,000 ",5/31/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6445,47,,C0,198 BAY 28TH STREET,,11214,3,0,3," 2,900 "," 3,085 ",1975,1,C0," 1,490,000 ",5/24/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6447,141,,C0,8788 BAY PARKWAY,,11214,3,0,3," 1,933 "," 2,860 ",1970,1,C0, -,1/7/16
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6459,67,,C0,8908 15TH AVENUE,,11228,3,0,3," 2,771 "," 6,352 ",1950,1,C0," 1,140,000 ",10/27/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6460,92,,C0,305 BAY 10TH STREET,,11228,3,0,3," 1,933 "," 1,860 ",1955,1,C0," 825,000 ",12/21/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6460,93,,C0,303 BAY 10TH STREET,,11228,3,0,3," 1,933 "," 1,860 ",1955,1,C0," 850,000 ",12/31/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6460,130,,C0,270 BAY 11TH STREET,,11228,3,0,3," 5,800 "," 3,204 ",1920,1,C0, -,12/17/15
3,BATH BEACH,03  THREE FAMILY DWELLINGS,1,6468,43,,C0,1407 SHORE PARKWAY,,11214,3,0,3," 2,280 "," 3,261 ",1945,1,C0," 1,380,000 ",9/8/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6367,1008,,R3,8659 BAY 16TH   STREET,1C,11214,1,0,1, -, -,0,1,R3," 520,000 ",12/15/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6367,1010,,R3,8659 BAY 16 STREET,3C,11214,1,0,1, -, -,0,1,R3," 552,000 ",3/16/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6367,1013,,R3,8657 BAY 16TH   STREET,1B,11214,1,0,1, -, -,0,1,R3, -,2/1/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6370,1202,,R3,70 BAY 20TH STREET,1B,11214,1,0,1, -, -,2007,1,R3, -,1/6/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6371,1004,,R3,57 BAY 20TH   STREET,1B,11214,1,0,1, -, -,2012,1,R3," 618,586 ",11/10/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6371,1007,,R3,57 BAY 20TH   STREET,1C,11214,1,0,1, -, -,2012,1,R3," 629,278 ",1/22/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6371,1205,,R3,8616 19TH   AVENUE,1A,11214,1,0,1, -, -,2014,1,R3, -,4/29/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6371,1206,,R3,8616 19TH   AVENUE,1B,11214,1,0,1, -, -,2014,1,R3," 743,322 ",6/13/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6373,1006,,R3,21 BAY 22ND   STREET,2,11214,1,0,1, -, -,0,1,R3, -,11/24/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6377,1002,,R3,33 BAY 26TH   STREET,B2,11214,1,0,1, -, -,2015,1,R3," 410,000 ",12/21/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6377,1003,,R3,33 BAY 26TH STREET,1A,11214,1,0,1, -, -,2015,1,R3," 565,128 ",1/27/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6377,1004,,R3,33 BAY 26TH STREET,1B,11214,1,0,1, -, -,2015,1,R3," 590,585 ",2/9/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6377,1005,,R3,33 BAY 26TH   STREET,2A,11214,1,0,1, -, -,2015,1,R3," 610,950 ",1/12/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6377,1006,,R3,33 BAY 26TH   STREET,2B,11214,1,0,1, -, -,2015,1,R3," 490,000 ",12/21/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6377,1007,,R3,33 BAY 26TH   STREET,3A,11214,1,0,1, -, -,2015,1,R3," 456,300 ",12/16/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6378,1101,,R3,68 BAY 28TH   STREET,1A,11214,1,0,1, -, -,2014,1,R3," 661,862 ",6/7/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6378,1102,,R3,68 BAY 28TH   STREET,1B,11214,1,0,1, -, -,2014,1,R3," 712,775 ",3/3/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6378,1103,,R3,68 BAY 28TH   STREET,2A,11214,1,0,1, -, -,2014,1,R3," 560,037 ",3/16/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6378,1104,,R3,68 BAY 28TH   STREET,2B,11214,1,0,1, -, -,2014,1,R3," 631,315 ",3/10/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6378,1106,,R3,68 BAY 28TH   STREET,3B,11214,1,0,1, -, -,2014,1,R3," 661,862 ",2/12/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6397,1004,,R3,1613 BATH AVENUE,2B,11214,1,0,1, -, -,2011,1,R3, -,3/3/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6400,1105,,R3,8726 BAY 16TH STREET,1A,11214,1,0,1, -, -,2007,1,R3," 730,000 ",9/8/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6401,1012,,R3,8711 BAY 16TH   STREET,3D,11214,1,0,1, -, -,0,1,R3," 676,000 ",4/29/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1108,,R3,1758 BENSON AVENUE,2C,11214,1,0,1, -, -,0,1,R3," 530,000 ",4/12/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1109,,R3,1758 BENSON AVENUE,3C,11214,1,0,1, -, -,0,1,R3, -,8/15/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1203,,R3,8744 18TH AVE,2A,11214,1,0,1, -, -,2007,1,R3," 485,000 ",4/1/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1217,,R3,8750 18TH AVENUE,1D,11214,1,0,1, -, -,2007,1,R3," 619,000 ",10/9/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1305,,R3,8754 18TH   AVENUE,3F,11214,1,0,1, -, -,0,1,R3," 540,000 ",5/5/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1308,,R3,8756 18TH AVENUE,1G,11214,1,0,1, -, -,0,1,R3," 615,000 ",10/19/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6402,1318,,R3,8760 18TH   AVENUE,11,11214,1,0,1, -, -,0,1,R3," 593,000 ",2/22/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6405,1114,,R3,165 BAY 20TH   STREET,1C,11214,1,0,1, -, -,0,1,R3, -,7/27/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6412,1101,,R3,2102 BENSON AVENUE,1A,11214,1,0,1, -, -,0,1,R3, -,11/17/15
3,BATH BEACH,04  TAX CLASS 1 CONDOS,,6413,1201,,,127 BAY 28TH   STREET,,11214,0,0,0, -, -,0,1,R3," 753,505 ",7/27/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,,6413,1202,,,127 BAY 28TH   STREET,,11214,0,0,0, -, -,0,1,R3," 450,000 ",7/28/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,,6413,1203,,,121 BAY 28TH   STREET,,0,0,0,0, -, -,0,1,R3," 697,501 ",5/18/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,,6413,1204,,,127 BAY 28TH   STREET,,11214,0,0,0, -, -,0,1,R3," 697,501 ",7/13/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,,6413,1205,,,121 BAY 28TH   STREET,,0,0,0,0, -, -,0,1,R3," 747,395 ",6/3/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,,6413,1206,,,121 BAY 28TH   STREET,,0,0,0,0, -, -,0,1,R3," 722,957 ",7/6/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6424,1009,,R3,8785 14TH   AVENUE,3A,11228,1,0,1, -, -,2011,1,R3, -,9/21/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6424,1009,,R3,8785 14TH   AVENUE,3A,11228,1,0,1, -, -,2011,1,R3, -,9/2/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6428,1003,,R3,1540 BATH AVENUE,3A,11228,1,0,1, -, -,0,1,R3," 650,000 ",8/8/16
3,BATH BEACH,04  TAX CLASS 1 CONDOS,1A,6437,1115,,R3,187 BAY 19TH   STREET,B203,11214,1,0,1, -, -,0,1,R3," 668,000 ",1/29/16
3,BATH BEACH,05  TAX CLASS 1 VACANT LAND,1B,6461,404,,V0,253 BAY 14TH   STREET,,11214,0,0,0, 970, -,0,1,V0, -,2/1/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6363,10,,C3,1601 BENSON AVENUE,4,11214,4,0,4," 2,070 "," 3,388 ",1924,2,C3, -,8/2/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6363,17,,C2,8659 16TH AVENUE,6,11214,6,0,6," 2,708 "," 3,600 ",1909,2,C2," 320,000 ",6/15/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6363,17,,C2,8659 16TH AVENUE,6,11214,6,0,6," 2,708 "," 3,600 ",1909,2,C2," 250,000 ",6/7/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6365,16,,C2,55 BAY 14TH   STREET,6,11214,6,0,6," 2,781 "," 3,708 ",1910,2,C2," 1,760,000 ",2/25/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6366,37,,C2,8613 17TH AVENUE,6,11214,6,0,6," 2,417 "," 5,820 ",1926,2,C2, -,8/11/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6374,45,,C3,15 BAY 23RD   STREET,4,11214,4,0,4," 2,417 "," 2,702 ",1922,2,C3," 1,330,000 ",10/7/15
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6377,73,,C3,8672 21ST   AVENUE,4,11214,4,0,4," 2,433 "," 3,072 ",1926,2,C3," 1,380,000 ",10/22/15
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6378,71,,C2,68 BAY 28 STREET,,11214,6,0,6," 4,833 "," 8,528 ",2014,2,C2, -,1/22/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6398,15,,C3,149 BAY 13 STREET,4,11214,4,0,4," 2,708 "," 3,080 ",1924,2,C3, -,4/5/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6398,18,,C2,141 BAY 13TH STREET,5,11214,5,0,5," 2,708 "," 3,600 ",1919,2,C2," 1,400,000 ",2/25/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2B,6400,47,,C7,8754 BAY 16TH   STREET,,11214,8,2,10," 6,767 "," 14,884 ",1999,2,C7," 3,850,000 ",9/20/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6404,26,,C3,1828 BENSON AVENUE,4,11214,4,0,4," 5,500 "," 3,640 ",1910,2,C3, 10,6/3/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2A,6413,20,,C2,121 BAY 28TH STREET,,11214,6,0,6," 5,848 "," 7,139 ",2015,2,C2, -,6/9/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2B,6438,3,,C1,1869 CROPSEY AVENUE,8,11214,8,0,8," 3,502 "," 8,370 ",1905,2,C1," 1,500,000 ",5/13/16
3,BATH BEACH,07  RENTALS - WALKUP APARTMENTS,2B,6438,7,,C7,1859-1861 CROPSEY AVENUE,,11214,8,2,10," 3,814 "," 7,600 ",1905,2,C7," 1,000,000 ",12/21/15
3,BATH BEACH,08  RENTALS - ELEVATOR APARTMENTS,2,6370,23,,D1,65 BAY 19TH   STREET,80,11214,80,0,80," 17,641 "," 66,400 ",1962,2,D1," 17,100,000 ",6/23/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8853 BAY 16TH STREET, 3D                 ",,11214,0,0,0, -, -,1949,2,C6," 298,860 ",12/4/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"304 BAY 17TH STREET, 3B                  ",,11214,0,0,0, -, -,1949,2,C6, -,12/1/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8909 BAY 16TH STREET, 3D                 ",,11214,0,0,0, -, -,1949,2,C6," 300,000 ",2/17/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"268 BAY 17TH STREET, A2                  ",,11214,0,0,0, -, -,1949,2,C6," 233,725 ",2/9/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8867 BAY 16TH STREET, 3C                 ",,11214,0,0,0, -, -,1949,2,C6," 220,000 ",2/18/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"8853 BAY 16TH STREET, 2A                 ",,11214,0,0,0, -, -,1949,2,C6," 215,000 ",2/29/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"1259 SHORE PARKWAY, D3                   ",,11214,0,0,0, -, -,1949,2,C6," 329,550 ",6/27/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"290 BAY 17TH  STREET, 3C                 ",,11214,0,0,0, -, -,1949,2,C6," 227,500 ",10/8/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6463,143,,C6,"290 BAY 19TH STREET, A                   ",,11214,0,0,0, -, -,1949,2,C6," 245,000 ",12/21/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6463,143,,C6,"254 BAY19TH STREET, A                    ",,11214,0,0,0, -, -,1949,2,C6," 255,000 ",12/21/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6463,143,,C6,"294 BAY 19TH STREET, B                   ",,11214,0,0,0, -, -,1949,2,C6," 218,000 ",5/25/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6463,143,,C6,"256 BAY 19TH STREET, 256B                ",,11214,0,0,0, -, -,1949,2,C6," 280,000 ",6/23/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6464,1,,C6,"287 BAY 19TH STREET, B                   ",,11214,0,0,0, -, -,1946,2,C6," 244,500 ",12/10/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6464,1,,C6,"289 BAY 19TH STREET, B                   ",,11214,0,0,0, -, -,1946,2,C6," 235,000 ",8/22/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6480,6,,C6,"381 BAY 8TH STREET, 2B                   ",,11228,0,0,0, -, -,1950,2,C6," 215,000 ",11/3/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6480,6,,C6,"377 BAY 8TH STREET, 1B                   ",,11228,0,0,0, -, -,1950,2,C6," 225,000 ",1/6/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6480,6,,C6,"377 BAY 8TH STREET, 2B                   ",,11228,0,0,0, -, -,1950,2,C6," 260,000 ",4/5/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1553 INDEPENDENCE AVE, 1B                ",,11228,0,0,0, -, -,1950,2,C6," 250,000 ",10/2/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1039 SHORE PARKWAY, 2B                   ",,11228,0,0,0, -, -,1950,2,C6," 332,500 ",10/20/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1525 INDEPENDENCE AVENUE, 2B             ",,11228,0,0,0, -, -,1950,2,C6," 255,000 ",12/21/15
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1553 INDEPENDENCE AVENUE, 2B             ",,11228,0,0,0, -, -,1950,2,C6," 51,575 ",1/25/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1051 SHORE PARKWAY, 2B                   ",,11228,0,0,0, -, -,1950,2,C6," 255,000 ",3/11/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"8971 15TH AVENUE, 1B                     ",,11228,0,0,0, -, -,1950,2,C6," 275,000 ",3/24/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1059 SHORE PARKWAY, 1A                   ",,11228,0,0,0, -, -,1950,2,C6," 270,000 ",3/24/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"8977 15TH AVENUE, 2B                     ",,11228,0,0,0, -, -,1950,2,C6," 260,000 ",4/8/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1571 INDEPENDENCE AVE, IB                ",,11228,0,0,0, -, -,1950,2,C6," 285,000 ",4/20/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1521 INDEPENDENCE AVENUE, A1             ",,11228,0,0,0, -, -,1950,2,C6," 279,000 ",5/17/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1559 INDEPENDENCE AVENUE, 2B             ",,11228,0,0,0, -, -,1950,2,C6," 250,000 ",5/25/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1051 SHORE PARKWAY, 1B                   ",,11228,0,0,0, -, -,1950,2,C6," 299,000 ",8/10/16
3,BATH BEACH,09  COOPS - WALKUP APARTMENTS,2,6485,3,,C6,"1053 SHORE PARKWAY, 2B                   ",,11228,0,0,0, -, -,1950,2,C6," 242,000 ",9/29/16
3,BATH BEACH,10  COOPS - ELEVATOR APARTMENTS,2,6379,50,,D4,"30 BAY 29TH   STREET, 3J                 ",,11214,0,0,0, -, -,1960,2,D4," 255,000 ",6/29/16
3,BATH BEACH,10  COOPS - ELEVATOR APARTMENTS,2,6379,50,,D4,"30 BAY 29 STREET, 6P                     ",,11214,0,0,0, -, -,1960,2,D4," 340,000 ",6/29/16
3,BATH BEACH,10  COOPS - ELEVATOR APARTMENTS,2,6439,49,,D4,"200 BAY 22ND   STREET, B2                ",,11214,0,0,0, -, -,1916,2,D4," 238,000 ",4/5/16
3,BATH BEACH,10  COOPS - ELEVATOR APARTMENTS,2,6447,1,,D4,"8814 BAY PARKWAY, 1H                     ",,11214,0,0,0, -, -,1928,2,D4," 315,000 ",4/1/16
3,BATH BEACH,10  COOPS - ELEVATOR APARTMENTS,2,6447,1,,D4,"8814 BAY PARKWAY, 1E                     ",,11214,0,0,0, -, -,1928,2,D4," 210,000 ",6/9/16
3,BATH BEACH,12  CONDOS - WALKUP APARTMENTS,1A,6377,1001,,R3,33 BAY 26TH   STREET,B1,11214,1,0,1, -, -,2015,2,R2," 290,000 ",12/17/15
3,BATH BEACH,13  CONDOS - ELEVATOR APARTMENTS,2,6414,1027,,R4,8686 BAY PARKWAY,5E,11214,1,0,1, -, -,0,2,R4," 633,150 ",6/8/16
3,BATH BEACH,13  CONDOS - ELEVATOR APARTMENTS,2,6414,1033,,R4,8686 BAY PARKWAY,6E,11214,1,0,1, -, -,0,2,R4," 615,000 ",4/4/16
